Index;Rocnik;Proza/Basen;Obsah
23;2;P;"Martuška bývala v horárni a mala ďaleko do školy. Bolo to veľmi nevýhodné, a predsa by sa nejedno dieťa rado s ňou vymenilo. Prečo? Jednoducho preto, lebo Martuška chodila do školy na somárikovi. Vysadne Martuška na somárika, pri pravom kolene jej visí školská taška, pri ľavom kolene otiepka sena  -a poďme! Či je pekne, či prší. Ak pršalo, bolo to ešte zaujímavejšie, lebo Martuška zakryla pršiplášťom nielen seba, ale aj somárika, takže mu len uši trčali. Deti sa nevedeli vynadívať, ako somárik ide krajom cesty, ako vchádza do školského dvora, ako ho Martuška priväzuje o latku v drevárni, kladie mu na zem otiepku sena, poškrabká ho pomedzi uši a povie: „Dovidenia, Adam!"" Somárik Adam zastrihá ušami a to znamená: Dovidenia, Martuška! Dvoch laganov zjedala zlosť: to dievčisko má všetko, aj somárika, aj pekné vrkoče -a oni nič! Keď Martušku zazreli, zďaleka na ňu kričali: Ide Marta so somárom, krásne im to sluší: on má dlhé vrkoče, ona dlhé uši! Ale Martuška a somárik ani čo by nepočuli, kráčali si pokojne ďalej. A to laganov ešte väčšmi dopaľovalo. Raz si povedali, že kým bude Martuška na obede, somárika jej odvedú a schovajú. Och, či sa potom nasmejú, keď ho bude kade-tade hľadať! Napchali si vrecká dobrotami, otvorili dreváreň, odviazali somárika a lákajú ho von. „Pod, Adamko, dostaneš cukrík!"" Adam natiahne krk, zlizne cukrík z dlane, ale kroka nespraví. „Pod, Adamko, dáme ti čokoládu!"" Adam zas len natiahne krk, zlizne z dlane čokoládu, ale kroka nespraví. Darmo ho oni lahôdkami vábia, darmo ho ťahajú, darmo tlačia, darmo i prútom šibú. Stojí na mieste, ani čo by tam korene zapustil. Prišla Martuška od obeda a vidí laganov, ako sa somárikovi prihovárajú. „Ďakujem vám, že ste uhostili môjho Adama,"" vraví Martuška."" Ja som si, A okolo neho koľko len všelijakých papierikov: od čokolády, od štolverkov, od praliniek, ba ešte aj od salámy. vidíte, až do tejto chvíle myslela, že ho nemáte radi."" Vyviedla somárika na dvor, vysadla naňho a on sa pohol, nemusela ani slovo povedať. „Dovidenia, chlapci!"" zakývala Martuška. Somárik Adam zastrihal ušami a to znamenalo: Dovidenia, lagani! A tí stoja s ústami dokorán: nevedia pochopiť svojimi strapatými hlavami, prečo je to tak."
24;2;P;"Mal bača psa Bodríka. Ten mu už od rokov strážil ovce. Vlk sa ani priblížiť nesmel ku košiaru. Ale čože! Na staré dni Bodrík ochromel a stratil všetky zuby. „Starého psa iba na smetisko!"" riekol bača."" Načo chovať starú psinu, keď viac nevládze?"" Vzali si mladého psíka. Toho nachovali, pohladkali a pustili ku košiaru. Leží Bodrík na smetisku. Trasie sa, trápi ho veľký hlad. Ach, bolo mu strašne ľúto! Čo to len s ním porobili? Prišla noc. Mladý pes zaliezol do búdy. Vystrel sa tam a spal. Starý Bodrík spával čujno. Oni teraz zbadal vika. Chcel preskočiť plot, ale nohy nič nevládzu. Smutne si zas ľahne a rozmýšľa: „Ech, čo! Keď ja nemám, nech má teda vlk čo pod zub.""  A ani nezaštekal. Ide bača ráno ovce dojiť. Ráta ich, ráta – a tu jedna chýba. „Ej, keby bol starý Bodrík striehol, nebol by vlk ovcu odniesol!"" svitne bačovi. Privolá bača starého Bodríka zas k sebe. Pekne ho pohladká, poriadne nachová. Starý Bodrík už večer neleží na smetisku, ani v búde. Obchádza okolo košiara. Vie, že kde sa vlk navnadí raz, ta príde i druhý raz. Vlk aj prišiel ako na isté. Ale Bodrík sa mu postaví do cesty: ,Čože ty tu chceš? „Nuž, čo chcem! Ovcu chcem!"" povie vlk. „Chod, oplan! Ja ti ovcu nedám!"" zavrčal na neho Bodrík. „No len mi ju daj! Kus tebe, kus mne. Pekne do spolku. Jednako ta gazda nechová."" „S vlkom spolky - čert berie ovce i volky!"" odpovie starý Bodrík."" Včera ma gazda nenachoval. Ale dnes ma nachoval dobre. Som zase dosť mocný a ovcu ti nedám!"" „Keď mi nedáš ovcu, tak sa chystaj na potýčku!"" durdil sa vlk. „Hotuj sa aj ty sám! Len čo si postriežku okolo košiara odbavím, hneď za rána sa ti postavím v hore pod dubom,"" odvetí starý Bodrík. Vlk na to iba zavrčal a bežal do hory pomoc zháňať. Zašiel za medveďom Vlk sa zaradoval. Už mal dosť pomocníkov. Ej, Bodrík, beda ti! a líškou a tí mu vďačne pomoc prisľúbili. Nedbali by ani oni Bodríka potrestať. Pes však dobre poznal vlčie obyčaje. Nešiel ani on sám do hory. Vzal so sebou sviňu a starého kocúra. Neboli už mladí, ale zato verní, vyskúšaní kamaráti. Vlk, medveď a líška stáli už pod dubom, keď od salaša prichádzali pes, kocúr a prasná sviňa. Boli ešte dosť ďaleko. No ako ich medveď zazrel, strašne sa naľakal: „Aha, bračekovci!"" zvolal."" Pozrite, ako sa ten prvý čo krok, to zohne! Ten iste zbiera skaly, ktorými nás ubije."" A to pes kríval a medveď si myslel, že čo sa raz zohol, to skalu zodvihol. „Lala! A ten druhý ako šaľbou sekal"" zvolala líška. A to sa kocúr len chvostom zboka na bok oháňal, ale líška myslela, že to šaľbou blýska. Tu počujú sviňu krochkať. Po hlase poznali, že je prasná. Vedeli, že vtedy žartu nepozná, nuž veru ani oni nebrali vec na žart. Medveď sa vydriapal na strom, líška uskočila do tŕnia. Dôjdu si naši traja kamaráti pod dub. Kocúr veselo si vrčí: „Vrní-vrní-vrní..."" „Taj,"" zľakne sa líška, „veď ten vraví: v tŕní...   v tŕní..""  Líška myslí, že kocúr už-už na ňu skočí. Veru tá nečakala! Vyskočila z chrasti a - hybaj vnohy! Len červený chvost sa jej v diaľke blysol! Prasná sviňa zastala pod dubom. „Hrhrhr!"" zakrochkala a zaborila rypák do zeme. „Taj,"" zľakne sa medveď, „veď tá vraví hor, hor, hor! Iste ma tu hore vidí a chce korene stromu podryť."" Nuž veru nemeškal ani macko. Zoskočil zo stromu a hajde! Už aj zmizol v húštine. Vlk ostal sám. Bol rád, keď mohol ufujazdiť aj on s celou kožou. „Hav, hav!"" zabrechal za nimi starý Bodrík, až sa mu hora ozvala. Ako dobre, že mu kamaráti pomohli zahnať divochov do hory. Od tých čias mu bolo na salaši dobre až do smrti."
25;2;P;"Možno to bolo, možno nebolo, ale isté je, že sa to všetko začalo vtedy, keď si koník Šimlo povedal: „Prišiel čas, aby som vážne porozmýšľal, čo ja vlastne budem na svete robiť. Orať už nepôjdem, lebo namiesto mňa prišli traktory. Vycvičiť sa za jazdeckého koňa – to je pod moju dôstojnosť, počúvať kadejakých neznámych jazdcov. Vystupovať v cirkuse a robiť zo seba pred celým svetom pajáca...   Nie! Ani pomyslieť! Musím si nájsť nejakú dôstojnú robotu!"" Tri dni a tri noci rozmýšľal koník Simlo, do čoho sa dať, a na štvrté ráno vyhlásil: Budem písať básne o koňoch aj o konskom živote!"" pribil vizitku: „Budem básnikom!"" To je ušľachtilé zamestnanie, skoro také dobré ako oranie. Odsťahoval sa do starej opustenej stajne a na dvere si zadným kopytom ŠIMĽO ŠIMĽOVIČ, KONSKÝ BÁSNIK Potom si založil okuliare, podoprel si hlavu prednými kopytami a za ďalšie tri dni a tri noci napísal takúto báseň: Ja som konská osoba, konských svetov ozdoba. Z konskej srsti chvost aj hriva, nech sa na mňa každý díva. že som konská osoba, konských svetov ozdoba, míhahá, míhahá... Keď teda bola báseň napísaná, spokojný Simlo ju vyvesil na dvere svojej stajne. Každé zviera, ktoré išlo naokolo, pristavilo sa pred tým veľkým lajstrom a prečítalo si konskú báseň. A každé zviera sa ju ihneď naučilo naspamäť a kade chodilo, tade prednášalo: „Ja som konská osoba, konských svetov ozdoba, míhahá."" Celý zvierací svet sa načisto zošalel za tou básňou. Kto ju ešte nevedel, rýchlo utekal pred Šimlovu stajňu, aby sa ju hneď' a zaraz naučil. Mačky zabudli mňaukať, sliepky kotkodákať, kohúty kikiríkať, každý len míhahoval a zdalo sa, že v budúcnosti budú všetky zvieratká rozprávať už len konskou rečou. O niekoľko dní povedalo však jedno malé húsa svojej mamičke: „Mamička, prečo vravíš aj ty, že si konská osoba? Veď ty si predsa húska a máš krásne biele pierka -a nijakú konskú hrivu na tebe nevidím.. 4 Stará hus otvorila od prekvapenia zobák: ,Gágágá,"" zagágala po chvíli. „To moje husacie decko má vlastne pravdu! Akáže som ja vlastne konská osoba? Kopytá nemám, ani mať nechcem...   hm...   je to naozaj čudné, aby hus erdžala konskú básničku. A hneď aj s veľkým gagotom vybehla na dvor. A hneď aj počula, ako pri plote strašne erdží koza Rohaňa: „Ja som konská osoba, míhahá."" „A kde máš hrivu?"" opýtala sa jej hus. „Nemám hrivu, ani mat nechcem,"" odmékala koza. Ja biééélu bradu mááám..."" „Tak prečo erdžíš o konských osobách? nedala koze pokoj hus. „Mééé,"" začudovala sa koza."" Každý erdží, nuž erdžím aj ja. Aj prasiatko erdží, že je konská osoba, aj mačička erdží, že je konských svetov ozdoba. Aj pes Bundáš včera večer míhahoval na mesiac, že má chvost a hrivu z konskej srsti.."" „Veď to je tá sprostosť!"" pokývala hlavou biela hus."" „Všetci erdžíme konskú básničku, a pritom vôbec nie sme kone...  "" Koza mykla bradou: ,Už to mám! Keďže Simlo učený básnik, nech nám poradí, čo si máme prednášať. Ja by som chcela koziu básničku..."" Ide zima, ide mráz, kam sa, vtáčik, kam schováš? Schovám sa do javora, to je moja komora."
26;2;B;Ide zima, ide mráz, kam sa, vtáčik, kam schováš? Schovám sa do čečiny, to sú moje periny. Pod tým naším okienečkom býva veľký mráz. A v tej našej studienočke nieto vody zas. Vezmem si ja sekerôčku, prerúbem tú studienočku. A v tej našej studienočke bude vody zas.
27;2;P;"Jedného novembrového dňa krúžil pán Vendelín na svojom starom bicykli po dedine a volal: „Perie, perie kupujem!"" Vonku pofukoval studený vietor a nikomu sa nechcelo vyjsť pred dom. Pán Vendelín opísal ešte jeden kruh, zazvonil na zvončeku a pobral sa domov. naprázdno. Inokedy sa vracal veselý, s veľkým batohom peria, no teraz krútil pedále „Ak chceš, dám ti pár listov,"" naklonila sa k nemu z kraja cesty lipa. „Keď si ich dáš do vankúša, bude sa ti snívať o lete, o slniečku a o včielke Medulienke."" Pán Vendelín sa potešil, no na lipe viseli len dva lístočky. „To je málo,"" povedala smutne krútil pedále ďalej. Vtom vysoko nad ním zagágali divé husi. „Ďaleko."" „Kam letíte, húsky?"" „A nedali by ste mi po jednom pierku? zaprosil pán Vendelín. „Mal by som na vankúš."" „Dáme ti toľko, že budeš mat aj na perinu, veselo zagágali húsky. V tej chvíli začali nad hlavou pána Vendelína poletovať husie pierka. Pán Vendelín ich chytal a vkladal do batoha. Zohýnal sa po každé jedno, no bolo ich toľko, že ešte v ten deň prikryli celý-celučičký kraj."
28;2;P;"Bol chladný jesenný deň. Deti sa ponáhľali do školy. V predsieni, kde sa prezúvali, čosi krásne voňalo. „Čo to vonia?"" spýtala sa Barborka. „Toto!"" povedala mamička a podala Barborke dačo guľaté a studené. „Mandarínka!"" šťastne vydýchla Barborka. Skryla si mandarínku do vetrovky a tešila sa, ako si na nej pochutí. O desiatej sa deti vybrali na prechádzku. Barborka išla na konci radu a vo vrecku nahmatala mandarínku. Hútala: Mandarínka je malá. Má veľa drobných mesiačikov. Keď' ju rozdelím, čo sa mi ujde? Skoro nič. Iba jeden malý mesiačik, a to je len trošku šťavy a dosť. Barborka zaostala. Skryla sa za strom a rýchlo olúpala mandarínku. Dala si ju na dva razy do úst, až sa jej vyduli líčka. „Barborka, kde si? Nezaostávaj!"" volala pani učiteľka. Barborka sa usilovala čo najrýchlejšie zjesť svoju mandarínku. Veľmi sa pritom mračila, lebo mandarínka bola kyslá a horkastá. Ešte dlho ju štípala na jazyku. Keď sa deti vrátili do školy, Terezka zrazu zo svojej skrinky vybrala voňavú mandarínku. Olúpala ju a rozdelila na drobné mesiačiky. „Nech sa páči!"" núkala deťom. Jeden mesiačik sa ušiel aj Barborke. Bol šťavnatý, sladučký, voňavý a osviežujúci. Barborka bola presvedčená, že to bola najsladšia mandarínka na svete."
29;2;P;"Ešte včera večer bola rieka voľná. Krásna a veselá. Jagavé vlnky sa na nej hrali. Holé vŕby a topole závistlivo zazerali na ňu. No za mesačnej noci prišiel k nej odkiaľsi čarodejný sklár. Celú ju premenil na veľké okno. Uväznil ju. Prišlo mi rieky ľúto. Zdrapil som kameň a šmaril ho doprostred toho okna. Krehké sklo zarinčalo a urobila sa v ňom diera. Ja poďho hneď vnohy, aby ma sklár čarodej nezbadal a nechytil. Pri humnách som stretol starčeka. „Dobre si spravil, chlapček,"" usmieval sa."" Mal si urobiť v rieke aj viac dier, aby sa rybám lepšie dýchalo."" 'Strašne mi odľahlo, že starček nebol ten čarodejný oknár, ale dobrý rybár. Hneď som sa vrátil a rozdrúzgal kameňmi celý ten riečny oblok. Už som sa nebál."
30;2;P;Brloh si medvedica starostlivo vyhliadla v čase, keď na les a jeho obyvateľov doľahli prvé treskúce mrazy. Najviac ju lákal starý vyvrátený smrek. Vývrat poskytoval dostatočnú ochranu. Medvedica si brloh dôkladne upravila. Vchod rozšírila, aby sa doň dalo pohodlne vchádzať i vychádzať. Vnútro medvedica vystlala a čo najlepšie utesnila, zvyšok dokončí snehová prikrývka. Keď sa prvé vločky tichučko zniesli na les, medvedica zaliezla do svojho zimného brloha. Otvorom zacúvala dnu a potom sa chvíľu vrtela a prevaľovala. Nečudo, veď si hľadala polohu na veľmi dlhý spánok. Bol začiatok decembra, najvyšší čas, aby medvede dali všetkým v lese dobrú noc. Snežilo dlho a husto. Celý kraj pokryla vari metrová vrstva snehu, pod ktorou sa vyvrátený smrek skoro celkom stratil. Medvedica spala hlbokým spánkom, ktorý sa občas menil na driemoty, ale úkryt už neopustila.
31;2;B;Fučí vietor, prchne lístie, stromom bude zima iste. Tu máš, jabloň, rukavičky, stoknem ti ich na vetvičky. Čerešničke na nôžky obujem dve ponožky. Čiapku bude nosiť hruška - neodmrznú hruške ušká. Nech aj slivke dobreje - pulóver ju zohreje! Hopsarasa, či som rád! Obliekol som celý sad!
32;2;B;Prišiel k nám hosť, spravil nám most bez sekery, bez dláta, a predsa je pevný dosť. Čo je to? Neje a nepije, bez farbičiek maľuje. Čo je to? Prišiel k nám biely kôň, zaľahol nám celý dvor. Čo je to? Prišla nám potvora, nazrela nám do dvora, na každom kolíčku nechala trošičku. Čo je to?
33;2;B;Mal mesiačik radosť veľkú, preveľkú- mama Nôcka ušila mu košieľku. Na golieri, na rukáve mala čipky trblietavé, popolček bol samá zlatá okrasa- ach, mesiačik len na seba díva sa. Ešte slnko nezapadlo zvečera, už sa k hviezdam na návštevu poberá. Oblečie si novú šatu, zapne pás i sponu zlatú, za širáčik zastokne si biely kvet - že keď' vyšiel - očaroval celý svet.
34;2;P;"Bola studená noc. Mesiac vyzeral ako vajce 20 skla. Na šnúre visela nočná košeľa, ktorú si ktosi zabudol vonku. Páni moji, tej vám ale bolo zima! Celá sa triasla a drkotala zubami. Nakoniec si povedala: „Čo tu budem mrznúť! Pôjdem sa trochu prebehnúť, aby som sa zohriala!"" Zoskočila zo šnúry a poskakovala po dvore. Robila dlhočizné skoky ako nejaký klokan. To vám bolo smiešne! Ale pán, ktorý sa neskoro v noci vracal domov, si pomyslel čosi celkom iné. „Pomóc! Duch! Strašidlo v nočnej košeli!"" kričal. A už ho nebolo. Schoval sa v najbližšom dome. Potom sa už po zotmení nikdy viac vonku neukázal. Ale nočnej košeli sa to náramne zapáčilo. Nechcela sa vrátiť do postele. Odsťahovala sa na najbližšiu zrúcaninu a tam sa dala zamestnať ako hradné strašidlo."
35;2;P;"Martin a plch Salabingo sa na terase zhovárali o hviezdach, a preto si aj o hviezde zaspievali: Do vesmíru, do vesmíru letí naša loď a ty, hviezda rozžiarená, na zem, na zem pod. Pomaly sa dolu znášaj na náš zemský svet, strčíme ta do lampáša, svieť nám, svieť nám, svieť! Potom plch Salabingo porozprával, aké fígle vymyslel proti vevericiam, aby cez deň nepojedli všetky lieskovce. Vtom sa z neba zniesol veľký svetlý kotúč. „Meteor!"" „Alebo vlasatica. A letí rovno k nám."" „Skryme sa. Je to družica. Padne na nás."" „Nie, je to ufák"" rozhodol Martin. No predsa len sa utiahol so Salabingom do kúta terasy. Najvyšší čas! Na terasu sa znášal okrúhly svetielkujúci predmet. Mäkko pristál na troch pružných, strunových nohách. Rozsvietil dva reflektory. Rozkrútili sa. Keď objavili schúleného Martina a Salabinga, cvak, hneď sa zastavili. „Du jú spík inglis?"" ozval sa trhavý bezfarebný hlas, akým hovoria roboty. Martin a Salabingo len čušali. „Parlé vú fransé?"" zaznela druhá otázka. Ani na tú nevedel prekvapený Martin odpovedať. „Gavaríte pa rúsky?"" Až teraz Martin pochopil, čo sa ufák spytuje. Spadol z neho strach i tréma. Pokojne oznámil: „U nás sa hovorí po slovensky."" V ufákovi to zašumelo, zasvetielkovalo. Po chvíli sa ozval: „Ta dze še nachadzam? Ta hutorce!"" „Pán ufák, hutorí sa len na východnom Slovensku."" Ufákovi to znova zašumelo, zasvetielkovalo a po chvíli sa ozval: „Enem mi pjekne a dúvjerne oznámce, co je to za pekuo, kdze sem znésel."" „To nie je nijaké peklo, ale rekreačná oblasť Harmónia pri Modre a my tu nehovoríme záhoráčtinou, ale spisovnou slovenčinou."" Ufákovi to znova zašumelo, zasvetielkovalo a potom zaznelo: „Ráčte mi prepáčiť, mal som zle zapojený rečový register."" Tu sa Martin obradne spýtal: „Čomu môžeme ďakovať za vašu milú návštevu, pán ufák?* „Viete, ja sa volám Džundžä-Džundži,"" rozhovoril sa ufäk, „a zostrojili ma v Japonsku. Inžinier Mitsubishi ma skonštruoval pre svojho syna Tošitaru. No už pri prvej skúške som sa pokazil. Ako som prelietal neďaleko vás, akýsi poľovník, či skôr pytliak vystrelil na sovu, netrafil, no mne odstrelil koniec antény. Stratil som spojenie s Tošitarom a núdzovo som pristál u vás."" „Čo teraz?* mračil sa Martin. Rozhodol sa, že prestane ufákovi vykať. „AKO by sme ti mohli pomôcť, Džundži-Džundži ?"" „Prečo hovoríš v množnom čísle mohli, keď' si sám? To je u vás taký zvyk hovoriť si ako králi - My, Dobrodej Prvý?"" „Nie, my sme dvaja. Ja som Martin a tuto,"" vytiahol spoza chrbta nalákaného plcha - je Salabingo. Sme dobrí kamaráti, môžeme ti pomôcť, len povedz, že ako. Džundžä-Džundži si posvietil na Šalabinga a hneď' zhasol. „Čožeby zmohol taký drobček!"" „On väčšmi ako ja,"" zastával sa Martin kamaráta."" ,On vidí aj v tme."" „Áno? To je výborné! Nešiel by mi pohľadať koniec antény?"" „Prečo nie?"" vyskočil Salabingo."" Už aj bežím zburcovať všetky plšie rodiny."" Nikdy nijaké plchy nedosiahli taký výkon ako Šalabingovi rodičia, súrodenci, strýkovia, tety, ujovia, bratanci a sesternice. Prekutali všetky hory od Bratislavy po Modru, od Pezinka po Malacky. Nevynechali jediný strom, jediný krik. No až v stračom hniezde pod Zámčiskom našli stratený koniec antény. Straky sú už také, ulakomia sa na všetko lesklé. Martin práve sníval krásny sen, že Džundži-Džundži unho zostal, že Martin mu dal nabiť batérie a lieta s ním na hviezdy, keď vtom- du-du-du-dup! Dohovorený signál, Rýchlo vstal a letel na terasu. „Je to ono?"" Zarosený, upachtený Salabingo mu podával koniec antény. „Neviem, povedal rozospatý Martin. Stlačil žltý gombík na spínači lietajúceho robota. Umelé oči sa matne rozsvietili. „To je ono!"" roztancovali sa ufákovi nohy-strunky."
